date,cpi
2022-06-26,294.996
2022-06-27,294.996
2022-06-28,294.996
2022-06-29,294.996
2022-06-30,294.996
2022-07-01,294.977
2022-07-02,294.977
2022-07-03,294.977
2022-07-04,294.977
2022-07-05,294.977
2022-07-06,294.977
2022-07-07,294.977
2022-07-08,294.977
2022-07-09,294.977
2022-07-10,294.977
2022-07-11,294.977
2022-07-12,294.977
2022-07-13,294.977
2022-07-14,294.977
2022-07-15,294.977
2022-07-16,294.977
2022-07-17,294.977
2022-07-18,294.977
2022-07-19,294.977
2022-07-20,294.977
2022-07-21,294.977
2022-07-22,294.977
2022-07-23,294.977
2022-07-24,294.977
2022-07-25,294.977
2022-07-26,294.977
2022-07-27,294.977
2022-07-28,294.977
2022-07-29,294.977
2022-07-30,294.977
2022-07-31,294.977
2022-08-01,295.209
2022-08-02,295.209
2022-08-03,295.209
2022-08-04,295.209
2022-08-05,295.209
2022-08-06,295.209
2022-08-07,295.209
2022-08-08,295.209
2022-08-09,295.209
2022-08-10,295.209
2022-08-11,295.209
2022-08-12,295.209
2022-08-13,295.209
2022-08-14,295.209
2022-08-15,295.209
2022-08-16,295.209
2022-08-17,295.209
2022-08-18,295.209
2022-08-19,295.209
2022-08-20,295.209
2022-08-21,295.209
2022-08-22,295.209
2022-08-23,295.209
2022-08-24,295.209
2022-08-25,295.209
2022-08-26,295.209
2022-08-27,295.209
2022-08-28,295.209
2022-08-29,295.209
2022-08-30,295.209
2022-08-31,295.209
2022-09-01,296.341
2022-09-02,296.341
2022-09-03,296.341
2022-09-04,296.341
2022-09-05,296.341
2022-09-06,296.341
2022-09-07,296.341
2022-09-08,296.341
2022-09-09,296.341
2022-09-10,296.341
2022-09-11,296.341
2022-09-12,296.341
2022-09-13,296.341
2022-09-14,296.341
2022-09-15,296.341
2022-09-16,296.341
2022-09-17,296.341
2022-09-18,296.341
2022-09-19,296.341
2022-09-20,296.341
2022-09-21,296.341
2022-09-22,296.341
2022-09-23,296.341
2022-09-24,296.341
2022-09-25,296.341
2022-09-26,296.341
2022-09-27,296.341
2022-09-28,296.341
2022-09-29,296.341
2022-09-30,296.341
2022-10-01,297.863
2022-10-02,297.863
2022-10-03,297.863
2022-10-04,297.863
2022-10-05,297.863
2022-10-06,297.863
2022-10-07,297.863
2022-10-08,297.863
2022-10-09,297.863
2022-10-10,297.863
2022-10-11,297.863
2022-10-12,297.863
2022-10-13,297.863
2022-10-14,297.863
2022-10-15,297.863
2022-10-16,297.863
2022-10-17,297.863
2022-10-18,297.863
2022-10-19,297.863
2022-10-20,297.863
2022-10-21,297.863
2022-10-22,297.863
2022-10-23,297.863
2022-10-24,297.863
2022-10-25,297.863
2022-10-26,297.863
2022-10-27,297.863
2022-10-28,297.863
2022-10-29,297.863
2022-10-30,297.863
2022-10-31,297.863
2022-11-01,298.648
2022-11-02,298.648
2022-11-03,298.648
2022-11-04,298.648
2022-11-05,298.648
2022-11-06,298.648
2022-11-07,298.648
2022-11-08,298.648
2022-11-09,298.648
2022-11-10,298.648
2022-11-11,298.648
2022-11-12,298.648
2022-11-13,298.648
2022-11-14,298.648
2022-11-15,298.648
2022-11-16,298.648
2022-11-17,298.648
2022-11-18,298.648
2022-11-19,298.648
2022-11-20,298.648
2022-11-21,298.648
2022-11-22,298.648
2022-11-23,298.648
2022-11-24,298.648
2022-11-25,298.648
2022-11-26,298.648
2022-11-27,298.648
2022-11-28,298.648
2022-11-29,298.648
2022-11-30,298.648
2022-12-01,298.812
2022-12-02,298.812
2022-12-03,298.812
2022-12-04,298.812
2022-12-05,298.812
2022-12-06,298.812
2022-12-07,298.812
2022-12-08,298.812
2022-12-09,298.812
2022-12-10,298.812
2022-12-11,298.812
2022-12-12,298.812
2022-12-13,298.812
2022-12-14,298.812
2022-12-15,298.812
2022-12-16,298.812
2022-12-17,298.812
2022-12-18,298.812
2022-12-19,298.812
2022-12-20,298.812
2022-12-21,298.812
2022-12-22,298.812
2022-12-23,298.812
2022-12-24,298.812
2022-12-25,298.812
2022-12-26,298.812
2022-12-27,298.812
2022-12-28,298.812
2022-12-29,298.812
2022-12-30,298.812
2022-12-31,298.812
2023-01-01,300.356
2023-01-02,300.356
2023-01-03,300.356
2023-01-04,300.356
2023-01-05,300.356
2023-01-06,300.356
2023-01-07,300.356
2023-01-08,300.356
2023-01-09,300.356
2023-01-10,300.356
2023-01-11,300.356
2023-01-12,300.356
2023-01-13,300.356
2023-01-14,300.356
2023-01-15,300.356
2023-01-16,300.356
2023-01-17,300.356
2023-01-18,300.356
2023-01-19,300.356
2023-01-20,300.356
2023-01-21,300.356
2023-01-22,300.356
2023-01-23,300.356
2023-01-24,300.356
2023-01-25,300.356
2023-01-26,300.356
2023-01-27,300.356
2023-01-28,300.356
2023-01-29,300.356
2023-01-30,300.356
2023-01-31,300.356
2023-02-01,301.509
2023-02-02,301.509
2023-02-03,301.509
2023-02-04,301.509
2023-02-05,301.509
2023-02-06,301.509
2023-02-07,301.509
2023-02-08,301.509
2023-02-09,301.509
2023-02-10,301.509
2023-02-11,301.509
2023-02-12,301.509
2023-02-13,301.509
2023-02-14,301.509
2023-02-15,301.509
2023-02-16,301.509
2023-02-17,301.509
2023-02-18,301.509
2023-02-19,301.509
2023-02-20,301.509
2023-02-21,301.509
2023-02-22,301.509
2023-02-23,301.509
2023-02-24,301.509
2023-02-25,301.509
2023-02-26,301.509
2023-02-27,301.509
2023-02-28,301.509
2023-03-01,301.744
2023-03-02,301.744
2023-03-03,301.744
2023-03-04,301.744
2023-03-05,301.744
2023-03-06,301.744
2023-03-07,301.744
2023-03-08,301.744
2023-03-09,301.744
2023-03-10,301.744
2023-03-11,301.744
2023-03-12,301.744
2023-03-13,301.744
2023-03-14,301.744
2023-03-15,301.744
2023-03-16,301.744
2023-03-17,301.744
2023-03-18,301.744
2023-03-19,301.744
2023-03-20,301.744
2023-03-21,301.744
2023-03-22,301.744
2023-03-23,301.744
2023-03-24,301.744
2023-03-25,301.744
2023-03-26,301.744
2023-03-27,301.744
2023-03-28,301.744
2023-03-29,301.744
2023-03-30,301.744
2023-03-31,301.744
2023-04-01,303.032
2023-04-02,303.032
2023-04-03,303.032
2023-04-04,303.032
2023-04-05,303.032
2023-04-06,303.032
2023-04-07,303.032
2023-04-08,303.032
2023-04-09,303.032
2023-04-10,303.032
2023-04-11,303.032
2023-04-12,303.032
2023-04-13,303.032
2023-04-14,303.032
2023-04-15,303.032
2023-04-16,303.032
2023-04-17,303.032
2023-04-18,303.032
2023-04-19,303.032
2023-04-20,303.032
2023-04-21,303.032
2023-04-22,303.032
2023-04-23,303.032
2023-04-24,303.032
2023-04-25,303.032
2023-04-26,303.032
2023-04-27,303.032
2023-04-28,303.032
2023-04-29,303.032
2023-04-30,303.032
2023-05-01,303.365
2023-05-02,303.365
2023-05-03,303.365
2023-05-04,303.365
2023-05-05,303.365
2023-05-06,303.365
2023-05-07,303.365
2023-05-08,303.365
2023-05-09,303.365
2023-05-10,303.365
2023-05-11,303.365
2023-05-12,303.365
2023-05-13,303.365
2023-05-14,303.365
2023-05-15,303.365
2023-05-16,303.365
2023-05-17,303.365
2023-05-18,303.365
2023-05-19,303.365
2023-05-20,303.365
2023-05-21,303.365
2023-05-22,303.365
2023-05-23,303.365
2023-05-24,303.365
2023-05-25,303.365
2023-05-26,303.365
2023-05-27,303.365
2023-05-28,303.365
2023-05-29,303.365
2023-05-30,303.365
2023-05-31,303.365
2023-06-01,304.003
2023-06-02,304.003
2023-06-03,304.003
2023-06-04,304.003
2023-06-05,304.003
2023-06-06,304.003
2023-06-07,304.003
2023-06-08,304.003
2023-06-09,304.003
2023-06-10,304.003
2023-06-11,304.003
2023-06-12,304.003
2023-06-13,304.003
2023-06-14,304.003
2023-06-15,304.003
2023-06-16,304.003
2023-06-17,304.003
2023-06-18,304.003
2023-06-19,304.003
2023-06-20,304.003
2023-06-21,304.003
2023-06-22,304.003
2023-06-23,304.003
2023-06-24,304.003
2023-06-25,304.003
2023-06-26,304.003
2023-06-27,304.003
2023-06-28,304.003
2023-06-29,304.003
2023-06-30,304.003
2023-07-01,304.628
2023-07-02,304.628
2023-07-03,304.628
2023-07-04,304.628
2023-07-05,304.628
2023-07-06,304.628
2023-07-07,304.628
2023-07-08,304.628
2023-07-09,304.628
2023-07-10,304.628
2023-07-11,304.628
2023-07-12,304.628
2023-07-13,304.628
2023-07-14,304.628
2023-07-15,304.628
2023-07-16,304.628
2023-07-17,304.628
2023-07-18,304.628
2023-07-19,304.628
2023-07-20,304.628
2023-07-21,304.628
2023-07-22,304.628
2023-07-23,304.628
2023-07-24,304.628
2023-07-25,304.628
2023-07-26,304.628
2023-07-27,304.628
2023-07-28,304.628
2023-07-29,304.628
2023-07-30,304.628
2023-07-31,304.628
2023-08-01,306.187
2023-08-02,306.187
2023-08-03,306.187
2023-08-04,306.187
2023-08-05,306.187
2023-08-06,306.187
2023-08-07,306.187
2023-08-08,306.187
2023-08-09,306.187
2023-08-10,306.187
2023-08-11,306.187
2023-08-12,306.187
2023-08-13,306.187
2023-08-14,306.187
2023-08-15,306.187
2023-08-16,306.187
2023-08-17,306.187
2023-08-18,306.187
2023-08-19,306.187
2023-08-20,306.187
2023-08-21,306.187
2023-08-22,306.187
2023-08-23,306.187
2023-08-24,306.187
2023-08-25,306.187
2023-08-26,306.187
2023-08-27,306.187
2023-08-28,306.187
2023-08-29,306.187
2023-08-30,306.187
2023-08-31,306.187
2023-09-01,307.288
2023-09-02,307.288
2023-09-03,307.288
2023-09-04,307.288
2023-09-05,307.288
2023-09-06,307.288
2023-09-07,307.288
2023-09-08,307.288
2023-09-09,307.288
2023-09-10,307.288
2023-09-11,307.288
2023-09-12,307.288
2023-09-13,307.288
2023-09-14,307.288
2023-09-15,307.288
2023-09-16,307.288
2023-09-17,307.288
2023-09-18,307.288
2023-09-19,307.288
2023-09-20,307.288
2023-09-21,307.288
2023-09-22,307.288
2023-09-23,307.288
2023-09-24,307.288
2023-09-25,307.288
2023-09-26,307.288
2023-09-27,307.288
2023-09-28,307.288
2023-09-29,307.288
2023-09-30,307.288
2023-10-01,307.531
2023-10-02,307.531
2023-10-03,307.531
2023-10-04,307.531
2023-10-05,307.531
2023-10-06,307.531
2023-10-07,307.531
2023-10-08,307.531
2023-10-09,307.531
2023-10-10,307.531
2023-10-11,307.531
2023-10-12,307.531
2023-10-13,307.531
2023-10-14,307.531
2023-10-15,307.531
2023-10-16,307.531
2023-10-17,307.531
2023-10-18,307.531
2023-10-19,307.531
2023-10-20,307.531
2023-10-21,307.531
2023-10-22,307.531
2023-10-23,307.531
2023-10-24,307.531
2023-10-25,307.531
2023-10-26,307.531
2023-10-27,307.531
2023-10-28,307.531
2023-10-29,307.531
2023-10-30,307.531
2023-10-31,307.531
2023-11-01,308.024
2023-11-02,308.024
2023-11-03,308.024
2023-11-04,308.024
2023-11-05,308.024
2023-11-06,308.024
2023-11-07,308.024
2023-11-08,308.024
2023-11-09,308.024
2023-11-10,308.024
2023-11-11,308.024
2023-11-12,308.024
2023-11-13,308.024
2023-11-14,308.024
2023-11-15,308.024
2023-11-16,308.024
2023-11-17,308.024
2023-11-18,308.024
2023-11-19,308.024
2023-11-20,308.024
2023-11-21,308.024
2023-11-22,308.024
2023-11-23,308.024
2023-11-24,308.024
2023-11-25,308.024
2023-11-26,308.024
2023-11-27,308.024
2023-11-28,308.024
2023-11-29,308.024
2023-11-30,308.024
2023-12-01,308.742
2023-12-02,308.742
2023-12-03,308.742
2023-12-04,308.742
2023-12-05,308.742
2023-12-06,308.742
2023-12-07,308.742
2023-12-08,308.742
2023-12-09,308.742
2023-12-10,308.742
2023-12-11,308.742
2023-12-12,308.742
2023-12-13,308.742
2023-12-14,308.742
2023-12-15,308.742
2023-12-16,308.742
2023-12-17,308.742
2023-12-18,308.742
2023-12-19,308.742
2023-12-20,308.742
2023-12-21,308.742
2023-12-22,308.742
2023-12-23,308.742
2023-12-24,308.742
2023-12-25,308.742
2023-12-26,308.742
2023-12-27,308.742
2023-12-28,308.742
2023-12-29,308.742
2023-12-30,308.742
2023-12-31,308.742
2024-01-01,309.685
2024-01-02,309.685
2024-01-03,309.685
2024-01-04,309.685
2024-01-05,309.685
2024-01-06,309.685
2024-01-07,309.685
2024-01-08,309.685
2024-01-09,309.685
2024-01-10,309.685
2024-01-11,309.685
2024-01-12,309.685
2024-01-13,309.685
2024-01-14,309.685
2024-01-15,309.685
2024-01-16,309.685
2024-01-17,309.685
2024-01-18,309.685
2024-01-19,309.685
2024-01-20,309.685
2024-01-21,309.685
2024-01-22,309.685
2024-01-23,309.685
2024-01-24,309.685
2024-01-25,309.685
2024-01-26,309.685
2024-01-27,309.685
2024-01-28,309.685
2024-01-29,309.685
2024-01-30,309.685
2024-01-31,309.685
2024-02-01,311.054
2024-02-02,311.054
2024-02-03,311.054
2024-02-04,311.054
2024-02-05,311.054
2024-02-06,311.054
2024-02-07,311.054
2024-02-08,311.054
2024-02-09,311.054
2024-02-10,311.054
2024-02-11,311.054
2024-02-12,311.054
2024-02-13,311.054
2024-02-14,311.054
2024-02-15,311.054
2024-02-16,311.054
2024-02-17,311.054
2024-02-18,311.054
2024-02-19,311.054
2024-02-20,311.054
2024-02-21,311.054
2024-02-22,311.054
2024-02-23,311.054
2024-02-24,311.054
2024-02-25,311.054
2024-02-26,311.054
2024-02-27,311.054
2024-02-28,311.054
2024-02-29,311.054
2024-03-01,312.230
2024-03-02,312.230
2024-03-03,312.230
2024-03-04,312.230
2024-03-05,312.230
2024-03-06,312.230
2024-03-07,312.230
2024-03-08,312.230
2024-03-09,312.230
2024-03-10,312.230
2024-03-11,312.230
2024-03-12,312.230
2024-03-13,312.230
2024-03-14,312.230
2024-03-15,312.230
2024-03-16,312.230
2024-03-17,312.230
2024-03-18,312.230
2024-03-19,312.230
2024-03-20,312.230
2024-03-21,312.230
2024-03-22,312.230
2024-03-23,312.230
2024-03-24,312.230
2024-03-25,312.230
2024-03-26,312.230
2024-03-27,312.230
2024-03-28,312.230
2024-03-29,312.230
2024-03-30,312.230
2024-03-31,312.230
2024-04-01,313.207
2024-04-02,313.207
2024-04-03,313.207
2024-04-04,313.207
2024-04-05,313.207
2024-04-06,313.207
2024-04-07,313.207
2024-04-08,313.207
2024-04-09,313.207
2024-04-10,313.207
2024-04-11,313.207
2024-04-12,313.207
2024-04-13,313.207
2024-04-14,313.207
2024-04-15,313.207
2024-04-16,313.207
2024-04-17,313.207
2024-04-18,313.207
2024-04-19,313.207
2024-04-20,313.207
2024-04-21,313.207
2024-04-22,313.207
2024-04-23,313.207
2024-04-24,313.207
2024-04-25,313.207
2024-04-26,313.207
2024-04-27,313.207
2024-04-28,313.207
2024-04-29,313.207
2024-04-30,313.207
2024-05-01,313.225
2024-05-02,313.225
2024-05-03,313.225
2024-05-04,313.225
2024-05-05,313.225
2024-05-06,313.225
2024-05-07,313.225
2024-05-08,313.225
2024-05-09,313.225
2024-05-10,313.225
2024-05-11,313.225
2024-05-12,313.225
2024-05-13,313.225
2024-05-14,313.225
2024-05-15,313.225
2024-05-16,313.225
2024-05-17,313.225
2024-05-18,313.225
2024-05-19,313.225
2024-05-20,313.225
2024-05-21,313.225
2024-05-22,313.225
2024-05-23,313.225
2024-05-24,313.225
2024-05-25,313.225
2024-05-26,313.225
2024-05-27,313.225
2024-05-28,313.225
2024-05-29,313.225
2024-05-30,313.225
2024-05-31,313.225
2024-06-01,313.049
2024-06-02,313.049
2024-06-03,313.049
2024-06-04,313.049
2024-06-05,313.049
2024-06-06,313.049
2024-06-07,313.049
2024-06-08,313.049
2024-06-09,313.049
2024-06-10,313.049
2024-06-11,313.049
2024-06-12,313.049
2024-06-13,313.049
2024-06-14,313.049
2024-06-15,313.049
2024-06-16,313.049
2024-06-17,313.049
2024-06-18,313.049
2024-06-19,313.049
2024-06-20,313.049
2024-06-21,313.049
2024-06-22,313.049
2024-06-23,313.049
2024-06-24,313.049
2024-06-25,313.049
2024-06-26,313.049
2024-06-27,313.049
2024-06-28,313.049
2024-06-29,313.049
2024-06-30,313.049
2024-07-01,313.534
2024-07-02,313.534
2024-07-03,313.534
2024-07-04,313.534
2024-07-05,313.534
2024-07-06,313.534
2024-07-07,313.534
2024-07-08,313.534
2024-07-09,313.534
2024-07-10,313.534
2024-07-11,313.534
2024-07-12,313.534
2024-07-13,313.534
2024-07-14,313.534
2024-07-15,313.534
2024-07-16,313.534
2024-07-17,313.534
2024-07-18,313.534
2024-07-19,313.534
2024-07-20,313.534
2024-07-21,313.534
2024-07-22,313.534
2024-07-23,313.534
2024-07-24,313.534
2024-07-25,313.534
2024-07-26,313.534
2024-07-27,313.534
2024-07-28,313.534
2024-07-29,313.534
2024-07-30,313.534
2024-07-31,313.534
2024-08-01,314.121
2024-08-02,314.121
2024-08-03,314.121
2024-08-04,314.121
2024-08-05,314.121
2024-08-06,314.121
2024-08-07,314.121
2024-08-08,314.121
2024-08-09,314.121
2024-08-10,314.121
2024-08-11,314.121
2024-08-12,314.121
2024-08-13,314.121
2024-08-14,314.121
2024-08-15,314.121
2024-08-16,314.121
2024-08-17,314.121
2024-08-18,314.121
2024-08-19,314.121
2024-08-20,314.121
2024-08-21,314.121
2024-08-22,314.121
2024-08-23,314.121
2024-08-24,314.121
2024-08-25,314.121
2024-08-26,314.121
2024-08-27,314.121
2024-08-28,314.121
2024-08-29,314.121
2024-08-30,314.121
2024-08-31,314.121
2024-09-01,314.686
2024-09-02,314.686
2024-09-03,314.686
2024-09-04,314.686
2024-09-05,314.686
2024-09-06,314.686
2024-09-07,314.686
2024-09-08,314.686
2024-09-09,314.686
2024-09-10,314.686
2024-09-11,314.686
2024-09-12,314.686
2024-09-13,314.686
2024-09-14,314.686
2024-09-15,314.686
2024-09-16,314.686
2024-09-17,314.686
2024-09-18,314.686
2024-09-19,314.686
2024-09-20,314.686
2024-09-21,314.686
2024-09-22,314.686
2024-09-23,314.686
2024-09-24,314.686
2024-09-25,314.686
2024-09-26,314.686
2024-09-27,314.686
2024-09-28,314.686
2024-09-29,314.686
2024-09-30,314.686
2024-10-01,315.454
2024-10-02,315.454
2024-10-03,315.454
2024-10-04,315.454
2024-10-05,315.454
2024-10-06,315.454
2024-10-07,315.454
2024-10-08,315.454
2024-10-09,315.454
2024-10-10,315.454
2024-10-11,315.454
2024-10-12,315.454
2024-10-13,315.454
2024-10-14,315.454
2024-10-15,315.454
2024-10-16,315.454
2024-10-17,315.454
2024-10-18,315.454
2024-10-19,315.454
2024-10-20,315.454
2024-10-21,315.454
2024-10-22,315.454
2024-10-23,315.454
2024-10-24,315.454
2024-10-25,315.454
2024-10-26,315.454
2024-10-27,315.454
2024-10-28,315.454
2024-10-29,315.454
2024-10-30,315.454
2024-10-31,315.454
2024-11-01,316.441
2024-11-02,316.441
2024-11-03,316.441
2024-11-04,316.441
2024-11-05,316.441
2024-11-06,316.441
2024-11-07,316.441
2024-11-08,316.441
2024-11-09,316.441
2024-11-10,316.441
2024-11-11,316.441
2024-11-12,316.441
2024-11-13,316.441
2024-11-14,316.441
2024-11-15,316.441
2024-11-16,316.441
2024-11-17,316.441
2024-11-18,316.441
2024-11-19,316.441
2024-11-20,316.441
2024-11-21,316.441
2024-11-22,316.441
2024-11-23,316.441
2024-11-24,316.441
2024-11-25,316.441
2024-11-26,316.441
2024-11-27,316.441
2024-11-28,316.441
2024-11-29,316.441
2024-11-30,316.441
2024-12-01,316.441
2024-12-02,316.441
2024-12-03,316.441
2024-12-04,316.441
2024-12-05,316.441
2024-12-06,316.441
2024-12-07,316.441
2024-12-08,316.441
2024-12-09,316.441
2024-12-10,316.441
2024-12-11,316.441
2024-12-12,316.441
2024-12-13,316.441
2024-12-14,316.441
2024-12-15,316.441
2024-12-16,316.441
2024-12-17,316.441
2024-12-18,316.441
2024-12-19,316.441
2024-12-20,316.441
2024-12-21,316.441
2024-12-22,316.441
2024-12-23,316.441
2024-12-24,316.441
