Date,Open_FRGT,High_FRGT,Low_FRGT,Close_FRGT,Volume_FRGT
2024-12-18 09:30:00-05:00,1.6200000047683716,1.6200000047683716,1.6200000047683716,1.6200000047683716,7050
2024-12-18 09:31:00-05:00,1.62090003490448,1.62090003490448,1.6200000047683716,1.6200000047683716,313
2024-12-18 09:32:00-05:00,,,,,0
2024-12-18 09:33:00-05:00,1.6201000213623047,1.6201000213623047,1.6201000213623047,1.6201000213623047,600
2024-12-18 09:34:00-05:00,1.622499942779541,1.622499942779541,1.622499942779541,1.622499942779541,1160
2024-12-18 09:35:00-05:00,,,,,0
2024-12-18 09:36:00-05:00,,,,,0
2024-12-18 09:37:00-05:00,,,,,0
2024-12-18 09:38:00-05:00,,,,,0
2024-12-18 09:39:00-05:00,,,,,0
2024-12-18 09:40:00-05:00,,,,,0
2024-12-18 09:41:00-05:00,,,,,0
2024-12-18 09:42:00-05:00,,,,,0
2024-12-18 09:43:00-05:00,,,,,0
2024-12-18 09:44:00-05:00,,,,,0
2024-12-18 09:45:00-05:00,,,,,0
2024-12-18 09:46:00-05:00,,,,,0
2024-12-18 09:47:00-05:00,,,,,0
2024-12-18 09:48:00-05:00,,,,,0
2024-12-18 09:49:00-05:00,,,,,0
2024-12-18 09:50:00-05:00,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,974
2024-12-18 09:51:00-05:00,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,513
2024-12-18 09:52:00-05:00,,,,,0
2024-12-18 09:53:00-05:00,,,,,0
2024-12-18 09:54:00-05:00,,,,,0
2024-12-18 09:55:00-05:00,1.638700008392334,1.638700008392334,1.638700008392334,1.638700008392334,0
2024-12-18 09:56:00-05:00,,,,,0
2024-12-18 09:57:00-05:00,,,,,0
2024-12-18 09:58:00-05:00,,,,,0
2024-12-18 09:59:00-05:00,,,,,0
2024-12-18 10:00:00-05:00,,,,,0
2024-12-18 10:01:00-05:00,,,,,0
2024-12-18 10:02:00-05:00,,,,,0
2024-12-18 10:03:00-05:00,,,,,0
2024-12-18 10:04:00-05:00,1.659999966621399,1.659999966621399,1.6299999952316284,1.6299999952316284,7403
2024-12-18 10:05:00-05:00,,,,,0
2024-12-18 10:06:00-05:00,1.6699999570846558,1.6699999570846558,1.6699999570846558,1.6699999570846558,645
2024-12-18 10:07:00-05:00,,,,,0
2024-12-18 10:08:00-05:00,,,,,0
2024-12-18 10:09:00-05:00,,,,,0
2024-12-18 10:10:00-05:00,,,,,0
2024-12-18 10:11:00-05:00,,,,,0
2024-12-18 10:12:00-05:00,,,,,0
2024-12-18 10:13:00-05:00,,,,,0
2024-12-18 10:14:00-05:00,,,,,0
2024-12-18 10:15:00-05:00,,,,,0
2024-12-18 10:16:00-05:00,,,,,0
2024-12-18 10:17:00-05:00,,,,,0
2024-12-18 10:18:00-05:00,,,,,0
2024-12-18 10:19:00-05:00,,,,,0
2024-12-18 10:20:00-05:00,,,,,0
2024-12-18 10:21:00-05:00,,,,,0
2024-12-18 10:22:00-05:00,,,,,0
2024-12-18 10:23:00-05:00,,,,,0
2024-12-18 10:24:00-05:00,,,,,0
2024-12-18 10:25:00-05:00,,,,,0
2024-12-18 10:26:00-05:00,,,,,0
2024-12-18 10:27:00-05:00,,,,,0
2024-12-18 10:28:00-05:00,,,,,0
2024-12-18 10:29:00-05:00,,,,,0
2024-12-18 10:30:00-05:00,,,,,0
2024-12-18 10:31:00-05:00,,,,,0
2024-12-18 10:32:00-05:00,,,,,0
2024-12-18 10:33:00-05:00,1.659999966621399,1.659999966621399,1.659999966621399,1.659999966621399,1599
2024-12-18 10:34:00-05:00,,,,,0
2024-12-18 10:35:00-05:00,,,,,0
2024-12-18 10:36:00-05:00,,,,,0
2024-12-18 10:37:00-05:00,,,,,0
2024-12-18 10:38:00-05:00,,,,,0
2024-12-18 10:39:00-05:00,,,,,0
2024-12-18 10:40:00-05:00,,,,,0
2024-12-18 10:41:00-05:00,,,,,0
2024-12-18 10:42:00-05:00,,,,,0
2024-12-18 10:43:00-05:00,,,,,0
2024-12-18 10:44:00-05:00,,,,,0
2024-12-18 10:45:00-05:00,1.6323000192642212,1.6323000192642212,1.6323000192642212,1.6323000192642212,126
2024-12-18 10:46:00-05:00,,,,,0
2024-12-18 10:47:00-05:00,,,,,0
2024-12-18 10:48:00-05:00,,,,,0
2024-12-18 10:49:00-05:00,,,,,0
2024-12-18 10:50:00-05:00,,,,,0
2024-12-18 10:51:00-05:00,,,,,0
2024-12-18 10:52:00-05:00,,,,,0
2024-12-18 10:53:00-05:00,1.659999966621399,1.659999966621399,1.6598999500274658,1.6598999500274658,3529
2024-12-18 10:54:00-05:00,,,,,0
2024-12-18 10:55:00-05:00,,,,,0
2024-12-18 10:56:00-05:00,,,,,0
2024-12-18 10:57:00-05:00,,,,,0
2024-12-18 10:58:00-05:00,,,,,0
2024-12-18 10:59:00-05:00,,,,,0
2024-12-18 11:00:00-05:00,,,,,0
2024-12-18 11:01:00-05:00,,,,,0
2024-12-18 11:02:00-05:00,,,,,0
2024-12-18 11:03:00-05:00,,,,,0
2024-12-18 11:04:00-05:00,,,,,0
2024-12-18 11:05:00-05:00,,,,,0
2024-12-18 11:06:00-05:00,,,,,0
2024-12-18 11:07:00-05:00,,,,,0
2024-12-18 11:08:00-05:00,,,,,0
2024-12-18 11:09:00-05:00,,,,,0
2024-12-18 11:10:00-05:00,,,,,0
2024-12-18 11:11:00-05:00,,,,,0
2024-12-18 11:12:00-05:00,,,,,0
2024-12-18 11:13:00-05:00,,,,,0
2024-12-18 11:14:00-05:00,,,,,0
2024-12-18 11:15:00-05:00,,,,,0
2024-12-18 11:16:00-05:00,,,,,0
2024-12-18 11:17:00-05:00,,,,,0
2024-12-18 11:18:00-05:00,,,,,0
2024-12-18 11:19:00-05:00,,,,,0
2024-12-18 11:20:00-05:00,,,,,0
2024-12-18 11:21:00-05:00,,,,,0
2024-12-18 11:22:00-05:00,,,,,0
2024-12-18 11:23:00-05:00,,,,,0
2024-12-18 11:24:00-05:00,,,,,0
2024-12-18 11:25:00-05:00,,,,,0
2024-12-18 11:26:00-05:00,,,,,0
2024-12-18 11:27:00-05:00,,,,,0
2024-12-18 11:28:00-05:00,,,,,0
2024-12-18 11:29:00-05:00,,,,,0
2024-12-18 11:30:00-05:00,,,,,0
2024-12-18 11:31:00-05:00,,,,,0
2024-12-18 11:32:00-05:00,,,,,0
2024-12-18 11:33:00-05:00,,,,,0
2024-12-18 11:34:00-05:00,,,,,0
2024-12-18 11:35:00-05:00,,,,,0
2024-12-18 11:36:00-05:00,,,,,0
2024-12-18 11:37:00-05:00,,,,,0
2024-12-18 11:38:00-05:00,,,,,0
2024-12-18 11:39:00-05:00,,,,,0
2024-12-18 11:40:00-05:00,,,,,0
2024-12-18 11:41:00-05:00,,,,,0
2024-12-18 11:42:00-05:00,,,,,0
2024-12-18 11:43:00-05:00,,,,,0
2024-12-18 11:44:00-05:00,,,,,0
2024-12-18 11:45:00-05:00,,,,,0
2024-12-18 11:46:00-05:00,,,,,0
2024-12-18 11:47:00-05:00,,,,,0
2024-12-18 11:48:00-05:00,,,,,0
2024-12-18 11:49:00-05:00,,,,,0
2024-12-18 11:50:00-05:00,,,,,0
2024-12-18 11:51:00-05:00,,,,,0
2024-12-18 11:52:00-05:00,,,,,0
2024-12-18 11:53:00-05:00,,,,,0
2024-12-18 11:54:00-05:00,,,,,0
2024-12-18 11:55:00-05:00,1.6699999570846558,1.6699999570846558,1.6699999570846558,1.6699999570846558,226
2024-12-18 11:56:00-05:00,,,,,0
2024-12-18 11:57:00-05:00,,,,,0
2024-12-18 11:58:00-05:00,1.631700038909912,1.631700038909912,1.631700038909912,1.631700038909912,781
2024-12-18 11:59:00-05:00,,,,,0
2024-12-18 12:00:00-05:00,,,,,0
2024-12-18 12:01:00-05:00,,,,,0
2024-12-18 12:02:00-05:00,,,,,0
2024-12-18 12:03:00-05:00,,,,,0
2024-12-18 12:04:00-05:00,1.6360000371932983,1.6360000371932983,1.6360000371932983,1.6360000371932983,712
2024-12-18 12:05:00-05:00,,,,,0
2024-12-18 12:06:00-05:00,,,,,0
2024-12-18 12:07:00-05:00,,,,,0
2024-12-18 12:08:00-05:00,,,,,0
2024-12-18 12:09:00-05:00,,,,,0
2024-12-18 12:10:00-05:00,,,,,0
2024-12-18 12:11:00-05:00,,,,,0
2024-12-18 12:12:00-05:00,,,,,0
2024-12-18 12:13:00-05:00,,,,,0
2024-12-18 12:14:00-05:00,,,,,0
2024-12-18 12:15:00-05:00,,,,,0
2024-12-18 12:16:00-05:00,,,,,0
2024-12-18 12:17:00-05:00,,,,,0
2024-12-18 12:18:00-05:00,,,,,0
2024-12-18 12:19:00-05:00,,,,,0
2024-12-18 12:20:00-05:00,,,,,0
2024-12-18 12:21:00-05:00,,,,,0
2024-12-18 12:22:00-05:00,,,,,0
2024-12-18 12:23:00-05:00,,,,,0
2024-12-18 12:24:00-05:00,,,,,0
2024-12-18 12:25:00-05:00,,,,,0
2024-12-18 12:26:00-05:00,,,,,0
2024-12-18 12:27:00-05:00,,,,,0
2024-12-18 12:28:00-05:00,,,,,0
2024-12-18 12:29:00-05:00,,,,,0
2024-12-18 12:30:00-05:00,,,,,0
2024-12-18 12:31:00-05:00,,,,,0
2024-12-18 12:32:00-05:00,,,,,0
2024-12-18 12:33:00-05:00,,,,,0
2024-12-18 12:34:00-05:00,1.660099983215332,1.6749999523162842,1.659999966621399,1.660099983215332,6207
2024-12-18 12:35:00-05:00,,,,,0
2024-12-18 12:36:00-05:00,,,,,0
2024-12-18 12:37:00-05:00,,,,,0
2024-12-18 12:38:00-05:00,,,,,0
2024-12-18 12:39:00-05:00,,,,,0
2024-12-18 12:40:00-05:00,,,,,0
2024-12-18 12:41:00-05:00,,,,,0
2024-12-18 12:42:00-05:00,,,,,0
2024-12-18 12:43:00-05:00,,,,,0
2024-12-18 12:44:00-05:00,1.669600009918213,1.669600009918213,1.669600009918213,1.669600009918213,2797
2024-12-18 12:45:00-05:00,,,,,0
2024-12-18 12:46:00-05:00,,,,,0
2024-12-18 12:47:00-05:00,,,,,0
2024-12-18 12:48:00-05:00,,,,,0
2024-12-18 12:49:00-05:00,,,,,0
2024-12-18 12:50:00-05:00,,,,,0
2024-12-18 12:51:00-05:00,,,,,0
2024-12-18 12:52:00-05:00,,,,,0
2024-12-18 12:53:00-05:00,,,,,0
2024-12-18 12:54:00-05:00,,,,,0
2024-12-18 12:55:00-05:00,,,,,0
2024-12-18 12:56:00-05:00,,,,,0
2024-12-18 12:57:00-05:00,,,,,0
2024-12-18 12:58:00-05:00,,,,,0
2024-12-18 12:59:00-05:00,,,,,0
2024-12-18 13:00:00-05:00,,,,,0
2024-12-18 13:01:00-05:00,,,,,0
2024-12-18 13:02:00-05:00,,,,,0
2024-12-18 13:03:00-05:00,,,,,0
2024-12-18 13:04:00-05:00,,,,,0
2024-12-18 13:05:00-05:00,,,,,0
2024-12-18 13:06:00-05:00,,,,,0
2024-12-18 13:07:00-05:00,,,,,0
2024-12-18 13:08:00-05:00,,,,,0
2024-12-18 13:09:00-05:00,,,,,0
2024-12-18 13:10:00-05:00,,,,,0
2024-12-18 13:11:00-05:00,,,,,0
2024-12-18 13:12:00-05:00,,,,,0
2024-12-18 13:13:00-05:00,,,,,0
2024-12-18 13:14:00-05:00,,,,,0
2024-12-18 13:15:00-05:00,,,,,0
2024-12-18 13:16:00-05:00,1.6699999570846558,1.6699999570846558,1.6699999570846558,1.6699999570846558,697
2024-12-18 13:17:00-05:00,,,,,0
2024-12-18 13:18:00-05:00,,,,,0
2024-12-18 13:19:00-05:00,,,,,0
2024-12-18 13:20:00-05:00,,,,,0
2024-12-18 13:21:00-05:00,,,,,0
2024-12-18 13:22:00-05:00,,,,,0
2024-12-18 13:23:00-05:00,,,,,0
2024-12-18 13:24:00-05:00,,,,,0
2024-12-18 13:25:00-05:00,,,,,0
2024-12-18 13:26:00-05:00,,,,,0
2024-12-18 13:27:00-05:00,,,,,0
2024-12-18 13:28:00-05:00,,,,,0
2024-12-18 13:29:00-05:00,,,,,0
2024-12-18 13:30:00-05:00,,,,,0
2024-12-18 13:31:00-05:00,,,,,0
2024-12-18 13:32:00-05:00,,,,,0
2024-12-18 13:33:00-05:00,,,,,0
2024-12-18 13:34:00-05:00,,,,,0
2024-12-18 13:35:00-05:00,,,,,0
2024-12-18 13:36:00-05:00,,,,,0
2024-12-18 13:37:00-05:00,,,,,0
2024-12-18 13:38:00-05:00,,,,,0
2024-12-18 13:39:00-05:00,,,,,0
2024-12-18 13:40:00-05:00,,,,,0
2024-12-18 13:41:00-05:00,,,,,0
2024-12-18 13:42:00-05:00,,,,,0
2024-12-18 13:43:00-05:00,,,,,0
2024-12-18 13:44:00-05:00,,,,,0
2024-12-18 13:45:00-05:00,,,,,0
2024-12-18 13:46:00-05:00,,,,,0
2024-12-18 13:47:00-05:00,,,,,0
2024-12-18 13:48:00-05:00,,,,,0
2024-12-18 13:49:00-05:00,,,,,0
2024-12-18 13:50:00-05:00,,,,,0
2024-12-18 13:51:00-05:00,,,,,0
2024-12-18 13:52:00-05:00,,,,,0
2024-12-18 13:53:00-05:00,,,,,0
2024-12-18 13:54:00-05:00,,,,,0
2024-12-18 13:55:00-05:00,,,,,0
2024-12-18 13:56:00-05:00,,,,,0
2024-12-18 13:57:00-05:00,,,,,0
2024-12-18 13:58:00-05:00,,,,,0
2024-12-18 13:59:00-05:00,,,,,0
2024-12-18 14:00:00-05:00,,,,,0
2024-12-18 14:01:00-05:00,,,,,0
2024-12-18 14:02:00-05:00,,,,,0
2024-12-18 14:03:00-05:00,,,,,0
2024-12-18 14:04:00-05:00,,,,,0
2024-12-18 14:05:00-05:00,,,,,0
2024-12-18 14:06:00-05:00,,,,,0
2024-12-18 14:07:00-05:00,,,,,0
2024-12-18 14:08:00-05:00,,,,,0
2024-12-18 14:09:00-05:00,,,,,0
2024-12-18 14:10:00-05:00,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,295
2024-12-18 14:11:00-05:00,,,,,0
2024-12-18 14:12:00-05:00,,,,,0
2024-12-18 14:13:00-05:00,,,,,0
2024-12-18 14:14:00-05:00,,,,,0
2024-12-18 14:15:00-05:00,,,,,0
2024-12-18 14:16:00-05:00,,,,,0
2024-12-18 14:17:00-05:00,,,,,0
2024-12-18 14:18:00-05:00,1.6496000289916992,1.6496000289916992,1.6496000289916992,1.6496000289916992,261
2024-12-18 14:19:00-05:00,,,,,0
2024-12-18 14:20:00-05:00,,,,,0
2024-12-18 14:21:00-05:00,,,,,0
2024-12-18 14:22:00-05:00,,,,,0
2024-12-18 14:23:00-05:00,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,352
2024-12-18 14:24:00-05:00,,,,,0
2024-12-18 14:25:00-05:00,,,,,0
2024-12-18 14:26:00-05:00,,,,,0
2024-12-18 14:27:00-05:00,,,,,0
2024-12-18 14:28:00-05:00,,,,,0
2024-12-18 14:29:00-05:00,,,,,0
2024-12-18 14:30:00-05:00,,,,,0
2024-12-18 14:31:00-05:00,,,,,0
2024-12-18 14:32:00-05:00,,,,,0
2024-12-18 14:33:00-05:00,,,,,0
2024-12-18 14:34:00-05:00,,,,,0
2024-12-18 14:35:00-05:00,,,,,0
2024-12-18 14:36:00-05:00,,,,,0
2024-12-18 14:37:00-05:00,,,,,0
2024-12-18 14:38:00-05:00,,,,,0
2024-12-18 14:39:00-05:00,,,,,0
2024-12-18 14:40:00-05:00,,,,,0
2024-12-18 14:41:00-05:00,,,,,0
2024-12-18 14:42:00-05:00,1.6299999952316284,1.6301000118255615,1.6299999952316284,1.6301000118255615,1343
2024-12-18 14:43:00-05:00,,,,,0
2024-12-18 14:44:00-05:00,,,,,0
2024-12-18 14:45:00-05:00,,,,,0
2024-12-18 14:46:00-05:00,,,,,0
2024-12-18 14:47:00-05:00,,,,,0
2024-12-18 14:48:00-05:00,1.6021000146865845,1.6021000146865845,1.6021000146865845,1.6021000146865845,1021
2024-12-18 14:49:00-05:00,1.600100040435791,1.600100040435791,1.600100040435791,1.600100040435791,268
2024-12-18 14:50:00-05:00,,,,,0
2024-12-18 14:51:00-05:00,,,,,0
2024-12-18 14:52:00-05:00,,,,,0
2024-12-18 14:53:00-05:00,,,,,0
2024-12-18 14:54:00-05:00,,,,,0
2024-12-18 14:55:00-05:00,,,,,0
2024-12-18 14:56:00-05:00,,,,,0
2024-12-18 14:57:00-05:00,,,,,0
2024-12-18 14:58:00-05:00,,,,,0
2024-12-18 14:59:00-05:00,1.6007000207901,1.6007000207901,1.6007000207901,1.6007000207901,585
2024-12-18 15:00:00-05:00,,,,,0
2024-12-18 15:01:00-05:00,,,,,0
2024-12-18 15:02:00-05:00,,,,,0
2024-12-18 15:03:00-05:00,,,,,0
2024-12-18 15:04:00-05:00,,,,,0
2024-12-18 15:05:00-05:00,,,,,0
2024-12-18 15:06:00-05:00,,,,,0
2024-12-18 15:07:00-05:00,,,,,0
2024-12-18 15:08:00-05:00,,,,,0
2024-12-18 15:09:00-05:00,,,,,0
2024-12-18 15:10:00-05:00,,,,,0
2024-12-18 15:11:00-05:00,,,,,0
2024-12-18 15:12:00-05:00,1.601099967956543,1.601099967956543,1.601099967956543,1.601099967956543,129
2024-12-18 15:13:00-05:00,,,,,0
2024-12-18 15:14:00-05:00,,,,,0
2024-12-18 15:15:00-05:00,,,,,0
2024-12-18 15:16:00-05:00,,,,,0
2024-12-18 15:17:00-05:00,,,,,0
2024-12-18 15:18:00-05:00,1.6050000190734863,1.6050000190734863,1.6050000190734863,1.6050000190734863,904
2024-12-18 15:19:00-05:00,,,,,0
2024-12-18 15:20:00-05:00,,,,,0
2024-12-18 15:21:00-05:00,,,,,0
2024-12-18 15:22:00-05:00,,,,,0
2024-12-18 15:23:00-05:00,,,,,0
2024-12-18 15:24:00-05:00,,,,,0
2024-12-18 15:25:00-05:00,,,,,0
2024-12-18 15:26:00-05:00,1.5850000381469727,1.5850000381469727,1.5850000381469727,1.5850000381469727,3508
2024-12-18 15:27:00-05:00,1.575700044631958,1.5924999713897705,1.575700044631958,1.5924999713897705,2574
2024-12-18 15:28:00-05:00,,,,,0
2024-12-18 15:29:00-05:00,,,,,0
2024-12-18 15:30:00-05:00,,,,,0
2024-12-18 15:31:00-05:00,,,,,0
2024-12-18 15:32:00-05:00,,,,,0
2024-12-18 15:33:00-05:00,,,,,0
2024-12-18 15:34:00-05:00,,,,,0
2024-12-18 15:35:00-05:00,,,,,0
2024-12-18 15:36:00-05:00,,,,,0
2024-12-18 15:37:00-05:00,,,,,0
2024-12-18 15:38:00-05:00,,,,,0
2024-12-18 15:39:00-05:00,,,,,0
2024-12-18 15:40:00-05:00,,,,,0
2024-12-18 15:41:00-05:00,,,,,0
2024-12-18 15:42:00-05:00,,,,,0
2024-12-18 15:43:00-05:00,,,,,0
2024-12-18 15:44:00-05:00,1.5800000429153442,1.5800000429153442,1.5800000429153442,1.5800000429153442,2757
2024-12-18 15:45:00-05:00,1.5600999593734741,1.5600999593734741,1.5600999593734741,1.5600999593734741,489
2024-12-18 15:46:00-05:00,,,,,0
2024-12-18 15:47:00-05:00,,,,,0
2024-12-18 15:48:00-05:00,,,,,0
2024-12-18 15:49:00-05:00,,,,,0
2024-12-18 15:50:00-05:00,,,,,0
2024-12-18 15:51:00-05:00,,,,,0
2024-12-18 15:52:00-05:00,1.5950000286102295,1.5950000286102295,1.559999942779541,1.559999942779541,4642
2024-12-18 15:53:00-05:00,,,,,0
2024-12-18 15:54:00-05:00,,,,,0
2024-12-18 15:55:00-05:00,,,,,0
2024-12-18 15:56:00-05:00,,,,,0
2024-12-18 15:57:00-05:00,,,,,0
2024-12-18 15:58:00-05:00,,,,,0
2024-12-18 15:59:00-05:00,,,,,0
2024-12-19 09:30:00-05:00,,,,,0
2024-12-19 09:31:00-05:00,,,,,0
2024-12-19 09:32:00-05:00,,,,,0
2024-12-19 09:33:00-05:00,,,,,0
2024-12-19 09:34:00-05:00,,,,,0
2024-12-19 09:35:00-05:00,,,,,0
2024-12-19 09:36:00-05:00,,,,,0
2024-12-19 09:37:00-05:00,,,,,0
2024-12-19 09:38:00-05:00,1.590000033378601,1.590000033378601,1.590000033378601,1.590000033378601,4792
2024-12-19 09:39:00-05:00,,,,,0
2024-12-19 09:40:00-05:00,,,,,0
2024-12-19 09:41:00-05:00,,,,,0
2024-12-19 09:42:00-05:00,,,,,0
2024-12-19 09:43:00-05:00,,,,,0
2024-12-19 09:44:00-05:00,,,,,0
2024-12-19 09:45:00-05:00,,,,,0
2024-12-19 09:46:00-05:00,,,,,0
2024-12-19 09:47:00-05:00,,,,,0
2024-12-19 09:48:00-05:00,,,,,0
2024-12-19 09:49:00-05:00,1.590000033378601,1.5928000211715698,1.590000033378601,1.5928000211715698,8254
2024-12-19 09:50:00-05:00,1.5901000499725342,1.5901000499725342,1.5800000429153442,1.5901000499725342,12290
2024-12-19 09:51:00-05:00,,,,,0
2024-12-19 09:52:00-05:00,,,,,0
2024-12-19 09:53:00-05:00,,,,,0
2024-12-19 09:54:00-05:00,,,,,0
2024-12-19 09:55:00-05:00,1.5996999740600586,1.5996999740600586,1.5996999740600586,1.5996999740600586,140
2024-12-19 09:56:00-05:00,,,,,0
2024-12-19 09:57:00-05:00,,,,,0
2024-12-19 09:58:00-05:00,,,,,0
2024-12-19 09:59:00-05:00,,,,,0
2024-12-19 10:00:00-05:00,,,,,0
2024-12-19 10:01:00-05:00,,,,,0
2024-12-19 10:02:00-05:00,,,,,0
2024-12-19 10:03:00-05:00,,,,,0
2024-12-19 10:04:00-05:00,,,,,0
2024-12-19 10:05:00-05:00,,,,,0
2024-12-19 10:06:00-05:00,,,,,0
2024-12-19 10:07:00-05:00,,,,,0
2024-12-19 10:08:00-05:00,,,,,0
2024-12-19 10:09:00-05:00,,,,,0
2024-12-19 10:10:00-05:00,,,,,0
2024-12-19 10:11:00-05:00,,,,,0
2024-12-19 10:12:00-05:00,,,,,0
2024-12-19 10:13:00-05:00,1.5800000429153442,1.5800000429153442,1.5800000429153442,1.5800000429153442,1449
2024-12-19 10:14:00-05:00,,,,,0
2024-12-19 10:15:00-05:00,,,,,0
2024-12-19 10:16:00-05:00,,,,,0
2024-12-19 10:17:00-05:00,,,,,0
2024-12-19 10:18:00-05:00,,,,,0
2024-12-19 10:19:00-05:00,,,,,0
2024-12-19 10:20:00-05:00,,,,,0
2024-12-19 10:21:00-05:00,,,,,0
2024-12-19 10:22:00-05:00,,,,,0
2024-12-19 10:23:00-05:00,,,,,0
2024-12-19 10:24:00-05:00,,,,,0
2024-12-19 10:25:00-05:00,,,,,0
2024-12-19 10:26:00-05:00,,,,,0
2024-12-19 10:27:00-05:00,,,,,0
2024-12-19 10:28:00-05:00,,,,,0
2024-12-19 10:29:00-05:00,,,,,0
2024-12-19 10:30:00-05:00,,,,,0
2024-12-19 10:31:00-05:00,,,,,0
2024-12-19 10:32:00-05:00,,,,,0
2024-12-19 10:33:00-05:00,,,,,0
2024-12-19 10:34:00-05:00,,,,,0
2024-12-19 10:35:00-05:00,,,,,0
2024-12-19 10:36:00-05:00,,,,,0
2024-12-19 10:37:00-05:00,,,,,0
2024-12-19 10:38:00-05:00,,,,,0
2024-12-19 10:39:00-05:00,,,,,0
2024-12-19 10:40:00-05:00,,,,,0
2024-12-19 10:41:00-05:00,,,,,0
2024-12-19 10:42:00-05:00,,,,,0
2024-12-19 10:43:00-05:00,,,,,0
2024-12-19 10:44:00-05:00,,,,,0
2024-12-19 10:45:00-05:00,,,,,0
2024-12-19 10:46:00-05:00,,,,,0
2024-12-19 10:47:00-05:00,1.5841000080108643,1.5841000080108643,1.5841000080108643,1.5841000080108643,601
2024-12-19 10:48:00-05:00,,,,,0
2024-12-19 10:49:00-05:00,,,,,0
2024-12-19 10:50:00-05:00,,,,,0
2024-12-19 10:51:00-05:00,,,,,0
2024-12-19 10:52:00-05:00,,,,,0
2024-12-19 10:53:00-05:00,,,,,0
2024-12-19 10:54:00-05:00,,,,,0
2024-12-19 10:55:00-05:00,,,,,0
2024-12-19 10:56:00-05:00,,,,,0
2024-12-19 10:57:00-05:00,,,,,0
2024-12-19 10:58:00-05:00,,,,,0
2024-12-19 10:59:00-05:00,,,,,0
2024-12-19 11:00:00-05:00,1.570199966430664,1.5703999996185303,1.570099949836731,1.5703999996185303,1503
2024-12-19 11:01:00-05:00,,,,,0
2024-12-19 11:02:00-05:00,,,,,0
2024-12-19 11:03:00-05:00,,,,,0
2024-12-19 11:04:00-05:00,,,,,0
2024-12-19 11:05:00-05:00,,,,,0
2024-12-19 11:06:00-05:00,,,,,0
2024-12-19 11:07:00-05:00,,,,,0
2024-12-19 11:08:00-05:00,,,,,0
2024-12-19 11:09:00-05:00,,,,,0
2024-12-19 11:10:00-05:00,,,,,0
2024-12-19 11:11:00-05:00,,,,,0
2024-12-19 11:12:00-05:00,,,,,0
2024-12-19 11:13:00-05:00,,,,,0
2024-12-19 11:14:00-05:00,,,,,0
2024-12-19 11:15:00-05:00,,,,,0
2024-12-19 11:16:00-05:00,,,,,0
2024-12-19 11:17:00-05:00,1.570199966430664,1.570199966430664,1.570199966430664,1.570199966430664,2004
2024-12-19 11:18:00-05:00,,,,,0
2024-12-19 11:19:00-05:00,,,,,0
2024-12-19 11:20:00-05:00,,,,,0
2024-12-19 11:21:00-05:00,,,,,0
2024-12-19 11:22:00-05:00,,,,,0
2024-12-19 11:23:00-05:00,,,,,0
2024-12-19 11:24:00-05:00,1.5700000524520874,1.5700000524520874,1.5700000524520874,1.5700000524520874,2000
2024-12-19 11:25:00-05:00,,,,,0
2024-12-19 11:26:00-05:00,,,,,0
2024-12-19 11:27:00-05:00,,,,,0
2024-12-19 11:28:00-05:00,1.5700000524520874,1.5700000524520874,1.5700000524520874,1.5700000524520874,0
2024-12-19 11:29:00-05:00,,,,,0
2024-12-19 11:30:00-05:00,1.590000033378601,1.590000033378601,1.590000033378601,1.590000033378601,546
2024-12-19 11:31:00-05:00,,,,,0
2024-12-19 11:32:00-05:00,,,,,0
